placement,group,comp,grp_count,grp_placement,mode
5,12,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Fiora, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Fiora, Leblanc, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
1,12,"Alistar, Ekko, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Alistar, Ekko, Fiora, Nilah, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Ekko, Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Ekko, Leblanc, Leona, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
1,12,"Ekko, Fiora, Leona, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Ekko, Fiora, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Fiora, Kaisa, Nilah, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Leblanc, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Fiora, Leblanc, Nilah, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Fiora, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Ekko, Fiora, Leblanc, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Leblanc, Mordekaiser, Sejuani, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Fiora, Nilah, Sejuani, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Leona, Mordekaiser, Sejuani, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Leona, Mordekaiser, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Alistar, Fiora, Nilah, Sejuani, Vi, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Fiora, Leona, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Leblanc, Sejuani, Vayne, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Nilah, Riven, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Mordekaiser, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Alistar, Ekko, Leblanc, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Ekko, Leona, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Fiora, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Ekko, Leona, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Alistar, Fiora, Leblanc, Nilah, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Leona, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Ekko, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Alistar, Ekko, Leblanc, Nilah, Sejuani, Vi, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Alistar, Ekko, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Ekko, Fiora, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Malphite, Mordekaiser, Sejuani, Vi, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
1,12,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Alistar, Fiora, Leblanc, Sejuani, Vayne, Vi, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Leblanc, Mordekaiser, Sejuani, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Leblanc, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Leblanc, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Leblanc, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Fiora, Leblanc, Sejuani, Vi, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Leblanc, Nilah, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Alistar, Ekko, Fiora, Leblanc, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Leblanc, Nilah, Riven, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Fiora, Leblanc, Nilah, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Fiora, Leona, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Leblanc, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Fiora, Leblanc, Nilah, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
1,12,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Fiora, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Fiora, Leblanc, Nilah, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Jax, Leblanc, Mordekaiser, Nilah, Sejuani, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Leblanc, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Leblanc, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Leblanc, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Ekko, Leblanc, Leona, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Ekko, Leblanc, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Ekko, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Alistar, Ekko, Leona, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
1,12,"Ekko, Mordekaiser, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Alistar, Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Leblanc, Leona, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Jax, Leblanc, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Fiora, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Fiora, Nilah, Rell, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Ekko, Leona, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Fiora, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Alistar, Fiora, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Fiora, Leblanc, Nilah, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Ekko, Mordekaiser, Sejuani, Senna, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Alistar, Leblanc, Mordekaiser, Sejuani, Senna, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Leblanc, Leona, Sejuani, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Alistar, Ekko, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Nilah, Sejuani, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Alistar, Fiora, Leblanc, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Kaisa, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Fiora, Leblanc, Mordekaiser, Nilah, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Fiora, Sejuani, Senna, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Ekko, Leona, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Ekko, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Fiora, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Ekko, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Alistar, Ekko, Fiora, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Fiora, Nilah, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Leblanc, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Alistar, Ekko, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
3,12,"Ekko, Fiora, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Ekko, Mordekaiser, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Ekko, Leblanc, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Ekko, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Leblanc, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Fiora, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Alistar, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
1,12,"Leblanc, Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Leblanc, Mordekaiser, Sejuani, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Leblanc, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Fiora, Leblanc, Mordekaiser, Nilah, Sejuani, Vayne, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Fiora, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Fiora, Leblanc, Nilah, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Fiora, Leblanc, Sejuani, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Mordekaiser, Sejuani, Senna, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Ekko, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Fiora, Leblanc, Nilah, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Alistar, Ekko, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Leblanc, Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Fiora, Leblanc, Mordekaiser, Nilah, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
6,12,"Ekko, Nilah, Riven, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Ekko, Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Ekko, Leblanc, Mordekaiser, Sejuani, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Leblanc, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Ekko, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
2,12,"Leblanc, Mordekaiser, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
8,12,"Ekko, Nilah, Sejuani, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Fiora, Nilah, Sejuani, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Leblanc, Mordekaiser, Sejuani, Senna, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Alistar, Ekko, Leona, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
7,12,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
1,12,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Alistar, Ekko, Fiora, Leblanc, Leona, Sejuani, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Ekko, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
4,12,"Alistar, Fiora, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
5,12,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",924.0,4.33,"Ekko, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe"
